date,year,day_of_year,region,latitude,longitude,elevation,rainfall_mm,temperature_c,humidity_percent,wind_speed_kmh,soil_wetness
2019-06-05,2019,156,Odisha,23.7957,86.4304,278.56,0.7619999999999999,32.6,59.22,9.3180786,0.4
2019-06-06,2019,157,Chhattisgarh,21.6289,85.5811,341.47,0.508,31.061111111111106,67.15,5.5039428,0.47
2019-06-06,2019,157,Jharkhand,23.7957,23.7957,423.4,0.0,31.938888888888886,24.81,17.7188334,0.03
2019-06-06,2019,157,Karnataka,15.1394,76.9214,500.48,2.2859999999999996,30.07222222222222,64.99,8.8996502,0.63
2019-06-06,2019,157,Odisha,23.7957,86.4304,278.56,0.0,31.77777777777778,61.29,8.2720076,0.38
2019-06-07,2019,158,Chhattisgarh,21.6289,85.5811,341.47,0.0,29.911111111111115,68.13,6.6626676,0.46
2019-06-07,2019,158,Jharkhand,23.7957,23.7957,423.4,0.0,31.0,18.42,15.5462244,0.03
2019-06-07,2019,158,Karnataka,15.1394,76.9214,500.48,0.254,29.22222222222222,66.19,8.9962106,0.61
2019-06-07,2019,158,Odisha,23.7957,86.4304,278.56,0.0,31.350000000000005,59.3,10.219308999999999,0.36
2019-06-08,2019,159,Chhattisgarh,21.6289,85.5811,341.47,0.254,30.83888888888889,64.54,8.2398208,0.45
2019-06-08,2019,159,Jharkhand,23.7957,23.7957,423.4,0.0,27.677777777777774,21.56,10.5894572,0.03
2019-06-08,2019,159,Karnataka,15.1394,76.9214,500.48,0.0,28.699999999999996,68.32,7.3064036,0.6
2019-06-08,2019,159,Odisha,23.7957,86.4304,278.56,0.0,33.33888888888889,52.72,10.364149600000001,0.33
2019-06-09,2019,160,Chhattisgarh,21.6289,85.5811,341.47,4.064,31.438888888888894,65.61,7.1937498,0.47
2019-06-09,2019,160,Jharkhand,23.7957,23.7957,423.4,0.0,28.188888888888886,22.51,8.9962106,0.03
2019-06-09,2019,160,Karnataka,15.1394,76.9214,500.48,6.604,30.511111111111113,61.46,10.541177,0.64
2019-06-09,2019,160,Odisha,23.7957,86.4304,278.56,0.0,34.72777777777778,45.88,7.1937498,0.3
2019-06-10,2019,161,Chhattisgarh,21.6289,85.5811,341.47,2.032,30.92777777777778,63.01,5.3591022,0.48
2019-06-10,2019,161,Jharkhand,23.7957,23.7957,423.4,0.0,28.311111111111106,21.96,8.8996502,0.03
2019-06-10,2019,161,Karnataka,15.1394,76.9214,500.48,0.0,30.272222222222222,59.11,11.909116000000001,0.6
2019-06-10,2019,161,Odisha,23.7957,86.4304,278.56,1.5239999999999998,35.48888888888889,44.22,8.3846614,0.29
2019-06-11,2019,162,Chhattisgarh,21.6289,85.5811,341.47,0.508,33.9,55.92,8.9962106,0.45
2019-06-11,2019,162,Jharkhand,23.7957,23.7957,423.4,0.0,29.938888888888886,18.92,7.24203,0.03
2019-06-11,2019,162,Karnataka,15.1394,76.9214,500.48,0.0,29.122222222222224,60.34,16.6244822,0.59
2019-06-11,2019,162,Odisha,23.7957,86.4304,278.56,1.778,35.599999999999994,48.39,11.2010064,0.32
2019-06-12,2019,163,Chhattisgarh,21.6289,85.5811,341.47,18.287999999999997,33.47777777777778,59.29,7.4512442,0.53
2019-06-12,2019,163,Jharkhand,23.7957,23.7957,423.4,0.0,30.66111111111111,14.35,8.4168482,0.03
2019-06-12,2019,163,Karnataka,15.1394,76.9214,500.48,0.254,28.761111111111106,63.66,22.3537326,0.59
2019-06-12,2019,163,Odisha,23.7957,86.4304,278.56,10.668,33.922222222222224,58.24,8.9962106,0.44
2019-06-13,2019,164,Chhattisgarh,21.6289,85.5811,341.47,0.508,33.27777777777778,56.53,8.7548096,0.48
2019-06-13,2019,164,Jharkhand,23.7957,23.7957,423.4,0.0,31.061111111111106,16.52,10.9756988,0.03
2019-06-13,2019,164,Karnataka,15.1394,76.9214,500.48,0.254,27.511111111111106,64.62,20.3098708,0.58
2019-06-13,2019,164,Odisha,23.7957,86.4304,278.56,0.508,34.47222222222222,52.56,5.1820748000000005,0.44
2019-06-14,2019,165,Chhattisgarh,21.6289,85.5811,341.47,2.032,32.97222222222222,53.7,11.0561658,0.47
2019-06-14,2019,165,Jharkhand,23.7957,23.7957,423.4,0.0,31.61111111111111,16.04,10.621644,0.03
2019-06-14,2019,165,Karnataka,15.1394,76.9214,500.48,0.254,28.461111111111116,55.4,19.7626952,0.55
2019-06-14,2019,165,Odisha,23.7957,86.4304,278.56,0.508,35.31111111111111,41.44,7.7087386,0.39
2019-06-15,2019,166,Chhattisgarh,21.6289,85.5811,341.47,12.446,30.177777777777774,70.83,12.0217698,0.54
2019-06-15,2019,166,Jharkhand,23.7957,23.7957,423.4,0.0,31.77777777777778,16.88,7.628271600000001,0.03
2019-06-15,2019,166,Karnataka,15.1394,76.9214,500.48,0.508,29.38888888888889,61.38,19.650041400000003,0.53
2019-06-15,2019,166,Odisha,23.7957,86.4304,278.56,2.032,36.05,38.3,9.0766776,0.39
2019-06-16,2019,167,Chhattisgarh,21.6289,85.5811,341.47,1.778,31.300000000000004,64.2,13.5667362,0.5
2019-06-16,2019,167,Jharkhand,23.7957,23.7957,423.4,0.0,31.300000000000004,16.07,8.819183200000001,0.03
2019-06-16,2019,167,Karnataka,15.1394,76.9214,500.48,0.0,30.288888888888884,56.39,20.11675,0.48
2019-06-16,2019,167,Odisha,23.7957,86.4304,278.56,0.254,38.06111111111111,32.59,14.9024884,0.35
2019-06-17,2019,168,Chhattisgarh,21.6289,85.5811,341.47,0.254,32.82222222222222,56.77,8.6421558,0.47
2019-06-17,2019,168,Jharkhand,23.7957,23.7957,423.4,0.0,31.849999999999998,13.82,5.7292504,0.03
2019-06-17,2019,168,Karnataka,15.1394,76.9214,500.48,0.0,29.28888888888889,58.38,19.0384922,0.45
2019-06-17,2019,168,Odisha,23.7957,86.4304,278.56,0.0,37.0611111111111,34.06,13.067840799999999,0.31
2019-06-18,2019,169,Chhattisgarh,21.6289,85.5811,341.47,3.556,32.17777777777778,62.92,7.563898,0.49
2019-06-18,2019,169,Jharkhand,23.7957,23.7957,423.4,0.0,32.77777777777778,12.98,5.7614372000000005,0.03
2019-06-18,2019,169,Karnataka,15.1394,76.9214,500.48,0.0,29.372222222222224,59.04,19.9397226,0.43
2019-06-18,2019,169,Odisha,23.7957,86.4304,278.56,0.254,36.238888888888894,39.24,8.207633999999999,0.29
2019-06-19,2019,170,Chhattisgarh,21.6289,85.5811,341.47,1.27,31.77777777777778,61.54,5.149888000000001,0.48
2019-06-19,2019,170,Jharkhand,23.7957,23.7957,423.4,0.0,34.32222222222222,9.91,12.2792642,0.03
2019-06-19,2019,170,Karnataka,15.1394,76.9214,500.48,0.0,30.188888888888894,58.84,21.9192108,0.41
2019-06-19,2019,170,Odisha,23.7957,86.4304,278.56,0.0,36.1,38.61,5.6165966,0.27
2019-06-20,2019,171,Chhattisgarh,21.6289,85.5811,341.47,21.843999999999998,29.11111111111111,75.2,5.1820748000000005,0.59
2019-06-20,2019,171,Jharkhand,23.7957,23.7957,423.4,0.0,33.42777777777778,14.63,13.2448682,0.03
2019-06-20,2019,171,Karnataka,15.1394,76.9214,500.48,0.508,29.599999999999998,58.52,21.9192108,0.4
2019-06-20,2019,171,Odisha,23.7957,86.4304,278.56,5.334,34.5,48.13,10.541177,0.35
2019-06-21,2019,172,Chhattisgarh,21.6289,85.5811,341.47,21.336,27.96111111111111,82.26,5.069421,0.64
2019-06-21,2019,172,Jharkhand,23.7957,23.7957,423.4,0.0,32.099999999999994,18.57,13.3253352,0.03
2019-06-21,2019,172,Karnataka,15.1394,76.9214,500.48,1.016,27.461111111111116,65.09,19.0384922,0.43
2019-06-21,2019,172,Odisha,23.7957,86.4304,278.56,19.304,29.561111111111106,75.35,9.688226799999999,0.56
2019-06-22,2019,173,Chhattisgarh,21.6289,85.5811,341.47,5.334,27.63888888888889,81.28,13.0034672,0.59
2019-06-22,2019,173,Jharkhand,23.7957,23.7957,423.4,0.0,30.92777777777778,17.15,10.621644,0.03
2019-06-22,2019,173,Karnataka,15.1394,76.9214,500.48,0.7619999999999999,27.299999999999997,64.04,16.0612132,0.44
2019-06-22,2019,173,Odisha,23.7957,86.4304,278.56,8.636000000000001,29.011111111111113,76.6,14.4679666,0.53
2019-06-23,2019,174,Chhattisgarh,21.6289,85.5811,341.47,1.778,28.738888888888894,78.15,12.0217698,0.55
2019-06-23,2019,174,Jharkhand,23.7957,23.7957,423.4,0.0,30.327777777777783,18.71,11.1527262,0.03
2019-06-23,2019,174,Karnataka,15.1394,76.9214,500.48,0.7619999999999999,25.888888888888886,72.58,15.224356400000001,0.45
2019-06-23,2019,174,Odisha,23.7957,86.4304,278.56,3.302,30.88888888888889,66.53,13.9690712,0.48
2019-06-24,2019,175,Chhattisgarh,21.6289,85.5811,341.47,0.0,29.97222222222222,71.62,9.1410512,0.53
2019-06-24,2019,175,Jharkhand,23.7957,23.7957,423.4,0.0,30.37777777777778,23.32,12.6011322,0.03
2019-06-24,2019,175,Karnataka,15.1394,76.9214,500.48,4.064,26.977777777777778,67.24,16.2060538,0.51
2019-06-24,2019,175,Odisha,23.7957,86.4304,278.56,0.7619999999999999,32.17222222222222,59.5,9.3663588,0.45
2019-06-25,2019,176,Chhattisgarh,21.6289,85.5811,341.47,0.0,30.13888888888889,70.98,8.931837,0.52
2019-06-25,2019,176,Jharkhand,23.7957,23.7957,423.4,0.0,30.53888888888889,21.53,12.7459728,0.03
2019-06-25,2019,176,Karnataka,15.1394,76.9214,500.48,0.0,28.322222222222226,61.15,18.716624200000002,0.53
2019-06-25,2019,176,Odisha,23.7957,86.4304,278.56,0.254,34.172222222222224,51.57,12.4884784,0.43
2019-06-26,2019,177,Chhattisgarh,21.6289,85.5811,341.47,0.0,29.92777777777778,73.16,11.26538,0.51
2019-06-26,2019,177,Jharkhand,23.7957,23.7957,423.4,0.0,31.900000000000002,16.16,8.207633999999999,0.03
2019-06-26,2019,177,Karnataka,15.1394,76.9214,500.48,0.0,28.061111111111114,63.07,19.3603602,0.48
2019-06-26,2019,177,Odisha,23.7957,86.4304,278.56,13.208,32.62777777777778,62.05,14.5001534,0.49
2019-06-27,2019,178,Chhattisgarh,21.6289,85.5811,341.47,9.906,29.377777777777776,76.88,8.7065294,0.56
2019-06-27,2019,178,Jharkhand,23.7957,23.7957,423.4,0.0,31.300000000000004,22.11,11.8769292,0.03
2019-06-27,2019,178,Karnataka,15.1394,76.9214,500.48,0.254,28.561111111111106,64.53,24.767742600000002,0.46
2019-06-27,2019,178,Odisha,23.7957,86.4304,278.56,3.302,29.349999999999998,76.25,10.541177,0.52
2019-06-28,2019,179,Chhattisgarh,21.6289,85.5811,341.47,2.032,28.922222222222224,73.85,8.609969,0.56
2019-06-28,2019,179,Jharkhand,23.7957,23.7957,423.4,0.0,30.650000000000002,25.85,12.311451,0.03
2019-06-28,2019,179,Karnataka,15.1394,76.9214,500.48,1.27,27.61111111111111,63.97,24.3654076,0.46
2019-06-28,2019,179,Odisha,23.7957,86.4304,278.56,1.5239999999999998,32.91111111111111,58.63,8.497315200000001,0.46
2019-06-29,2019,180,Chhattisgarh,21.6289,85.5811,341.47,9.906,28.42777777777778,78.02,6.9040686,0.59
2019-06-29,2019,180,Jharkhand,23.7957,23.7957,423.4,0.0,31.738888888888887,25.6,11.555061199999999,0.03
2019-06-29,2019,180,Karnataka,15.1394,76.9214,500.48,3.8099999999999996,26.12222222222222,71.63,23.7216716,0.52
2019-06-29,2019,180,Odisha,23.7957,86.4304,278.56,8.636000000000001,28.927777777777774,80.79,6.195959,0.53
2019-06-30,2019,181,Chhattisgarh,21.6289,85.5811,341.47,3.302,27.977777777777778,78.56,3.3474272000000003,0.57
2019-06-30,2019,181,Jharkhand,23.7957,23.7957,423.4,0.0,33.28888888888889,21.29,5.7614372000000005,0.03
2019-06-30,2019,181,Karnataka,15.1394,76.9214,500.48,7.112,26.622222222222224,74.2,20.11675,0.63
2019-06-30,2019,181,Odisha,23.7957,86.4304,278.56,3.302,31.22222222222222,63.19,5.6165966,0.48
2019-07-01,2019,182,Chhattisgarh,21.6289,85.5811,341.47,33.782,28.299999999999997,79.68,10.7986714,0.67
2019-07-01,2019,182,Jharkhand,23.7957,23.7957,423.4,0.0,33.5611111111111,18.98,8.9962106,0.03
2019-07-01,2019,182,Karnataka,15.1394,76.9214,500.48,1.016,27.03888888888889,72.91,19.473014,0.62
2019-07-01,2019,182,Odisha,23.7957,86.4304,278.56,8.128,30.07222222222222,72.53,9.977908000000001,0.52
2019-07-02,2019,183,Chhattisgarh,21.6289,85.5811,341.47,28.955999999999996,27.477777777777774,86.27,14.258752399999999,0.76
2019-07-02,2019,183,Jharkhand,23.7957,23.7957,423.4,0.0,32.91111111111111,21.17,12.1666104,0.03
2019-07-02,2019,183,Karnataka,15.1394,76.9214,500.48,1.778,27.661111111111115,69.59,20.2294038,0.61
2019-07-02,2019,183,Odisha,23.7957,86.4304,278.56,22.86,29.422222222222217,78.04,15.771532,0.62
2019-07-03,2019,184,Chhattisgarh,21.6289,85.5811,341.47,4.571999999999999,27.849999999999998,81.75,10.7664846,0.69
2019-07-03,2019,184,Jharkhand,23.7957,23.7957,423.4,0.0,33.21111111111111,18.4,14.226565599999999,0.03
2019-07-03,2019,184,Karnataka,15.1394,76.9214,500.48,0.7619999999999999,26.688888888888894,75.21,19.8431622,0.6
2019-07-03,2019,184,Odisha,23.7957,86.4304,278.56,9.143999999999998,29.650000000000002,77.38,9.752600399999999,0.59
2019-07-04,2019,185,Chhattisgarh,21.6289,85.5811,341.47,1.016,27.76111111111111,82.4,10.219308999999999,0.66
2019-07-04,2019,185,Jharkhand,23.7957,23.7957,423.4,0.0,30.672222222222217,14.91,16.8819766,0.03
2019-07-04,2019,185,Karnataka,15.1394,76.9214,500.48,0.7619999999999999,27.75,71.28,24.622902,0.59
2019-07-04,2019,185,Odisha,23.7957,86.4304,278.56,1.27,30.688888888888886,72.17,7.7731122,0.52
2019-07-05,2019,186,Chhattisgarh,21.6289,85.5811,341.47,20.32,27.188888888888886,85.13,9.173238,0.72
2019-07-05,2019,186,Jharkhand,23.7957,23.7957,423.4,0.0,30.227777777777774,20.12,14.789834599999999,0.03
2019-07-05,2019,186,Karnataka,15.1394,76.9214,500.48,1.5239999999999998,27.75,68.1,27.9381424,0.58
2019-07-05,2019,186,Odisha,23.7957,86.4304,278.56,6.858,29.949999999999996,77.79,8.529501999999999,0.55
2019-07-06,2019,187,Chhattisgarh,21.6289,85.5811,341.47,8.128,26.977777777777778,84.36,15.739345199999999,0.73
2019-07-06,2019,187,Jharkhand,23.7957,23.7957,423.4,0.0,29.961111111111116,19.95,9.6077598,0.03
2019-07-06,2019,187,Karnataka,15.1394,76.9214,500.48,0.254,27.31111111111111,68.64,27.761115,0.55
2019-07-06,2019,187,Odisha,23.7957,86.4304,278.56,18.541999999999998,29.577777777777776,79.54,6.3407995999999995,0.62
2019-07-07,2019,188,Chhattisgarh,21.6289,85.5811,341.47,1.5239999999999998,27.52777777777778,81.71,16.415267999999998,0.69
2019-07-07,2019,188,Jharkhand,23.7957,23.7957,423.4,0.0,30.71111111111111,18.88,9.3663588,0.03
2019-07-07,2019,188,Karnataka,15.1394,76.9214,500.48,1.5239999999999998,27.71111111111111,67.96,26.280522199999997,0.54
2019-07-07,2019,188,Odisha,23.7957,86.4304,278.56,9.652,29.627777777777776,80.94,8.9640238,0.62
2019-07-08,2019,189,Chhattisgarh,21.6289,85.5811,341.47,2.2859999999999996,27.422222222222224,83.89,14.033444800000002,0.68
2019-07-08,2019,189,Jharkhand,23.7957,23.7957,423.4,0.0,31.32222222222222,19.41,10.1227486,0.03
2019-07-08,2019,189,Karnataka,15.1394,76.9214,500.48,0.254,27.600000000000005,67.89,25.4436654,0.51
2019-07-08,2019,189,Odisha,23.7957,86.4304,278.56,4.064,28.75,82.24,12.375824600000001,0.58
2019-07-09,2019,190,Chhattisgarh,21.6289,85.5811,341.47,4.826,26.77777777777778,84.73,11.8769292,0.69
2019-07-09,2019,190,Jharkhand,23.7957,23.7957,423.4,0.0,31.149999999999995,19.5,8.3846614,0.03
2019-07-09,2019,190,Karnataka,15.1394,76.9214,500.48,1.778,27.41111111111111,69.34,22.289359,0.51
2019-07-09,2019,190,Odisha,23.7957,86.4304,278.56,14.224,28.42777777777778,82.52,13.888604200000001,0.63
2019-07-10,2019,191,Chhattisgarh,21.6289,85.5811,341.47,0.508,28.077777777777783,82.08,11.1205394,0.66
2019-07-10,2019,191,Jharkhand,23.7957,23.7957,423.4,0.0,31.650000000000002,18.38,10.541177,0.03
2019-07-10,2019,191,Karnataka,15.1394,76.9214,500.48,0.508,25.549999999999997,70.66,26.4897364,0.51
2019-07-10,2019,191,Odisha,23.7957,86.4304,278.56,10.921999999999999,29.022222222222222,79.04,10.0100948,0.63
2019-07-11,2019,192,Chhattisgarh,21.6289,85.5811,341.47,1.27,27.077777777777776,86.01,10.8308582,0.66
2019-07-11,2019,192,Jharkhand,23.7957,23.7957,423.4,0.0,32.17777777777778,17.75,8.3202878,0.03
2019-07-11,2019,192,Karnataka,15.1394,76.9214,500.48,0.254,25.627777777777776,71.99,21.5329692,0.49
2019-07-11,2019,192,Odisha,23.7957,86.4304,278.56,8.889999999999999,28.42222222222222,82.68,9.977908000000001,0.64
2019-07-12,2019,193,Chhattisgarh,21.6289,85.5811,341.47,4.064,27.57222222222222,83.47,9.2858918,0.66
2019-07-12,2019,193,Jharkhand,23.7957,23.7957,423.4,0.0,33.33888888888889,16.71,11.4102206,0.03
2019-07-12,2019,193,Karnataka,15.1394,76.9214,500.48,0.254,26.727777777777778,66.81,19.2637998,0.47
2019-07-12,2019,193,Odisha,23.7957,86.4304,278.56,7.112,29.38888888888889,77.38,10.074468399999999,0.63
2019-07-13,2019,194,Chhattisgarh,21.6289,85.5811,341.47,0.7619999999999999,27.661111111111115,83.17,10.1227486,0.65
2019-07-13,2019,194,Jharkhand,23.7957,23.7957,423.4,0.0,33.977777777777774,14.56,8.9962106,0.03
2019-07-13,2019,194,Karnataka,15.1394,76.9214,500.48,0.254,28.477777777777778,63.99,18.3625694,0.45
2019-07-13,2019,194,Odisha,23.7957,86.4304,278.56,5.588,29.077777777777783,77.33,13.5345494,0.62
2019-07-14,2019,195,Chhattisgarh,21.6289,85.5811,341.47,0.0,27.61111111111111,82.21,10.541177,0.64
2019-07-14,2019,195,Jharkhand,23.7957,23.7957,423.4,0.0,32.76111111111111,18.93,12.375824600000001,0.03
2019-07-14,2019,195,Karnataka,15.1394,76.9214,500.48,2.2859999999999996,26.822222222222223,70.46,17.8153938,0.47
2019-07-14,2019,195,Odisha,23.7957,86.4304,278.56,1.5239999999999998,30.311111111111114,72.54,11.844742400000001,0.58
2019-07-15,2019,196,Chhattisgarh,21.6289,85.5811,341.47,0.254,28.572222222222226,78.52,7.8535791999999995,0.62
2019-07-15,2019,196,Jharkhand,23.7957,23.7957,423.4,0.0,32.08888888888889,15.17,6.7270411999999995,0.03
2019-07-15,2019,196,Karnataka,15.1394,76.9214,500.48,0.254,26.788888888888888,68.65,18.893651600000002,0.49
2019-07-15,2019,196,Odisha,23.7957,86.4304,278.56,0.508,31.161111111111115,69.63,8.6743426,0.56
2019-07-16,2019,197,Chhattisgarh,21.6289,85.5811,341.47,10.413999999999998,26.472222222222225,86.85,4.82802,0.68
2019-07-16,2019,197,Jharkhand,23.7957,23.7957,423.4,0.0,33.788888888888884,15.43,5.8258108,0.03
2019-07-16,2019,197,Karnataka,15.1394,76.9214,500.48,4.064,26.427777777777774,66.57,18.475223200000002,0.53
2019-07-16,2019,197,Odisha,23.7957,86.4304,278.56,3.8099999999999996,29.86111111111111,73.29,5.1177012,0.58
2019-07-17,2019,198,Chhattisgarh,21.6289,85.5811,341.47,2.54,29.299999999999997,75.08,4.0716301999999995,0.65
2019-07-17,2019,198,Jharkhand,23.7957,23.7957,423.4,0.0,35.8,15.02,7.1937498,0.03
2019-07-17,2019,198,Karnataka,15.1394,76.9214,500.48,2.032,26.03888888888889,69.94,17.059003999999998,0.6
2019-07-17,2019,198,Odisha,23.7957,86.4304,278.56,2.54,30.07222222222222,72.18,3.379614,0.57
2019-07-18,2019,199,Chhattisgarh,21.6289,85.5811,341.47,5.588,28.477777777777778,79.26,5.9706513999999995,0.66
2019-07-18,2019,199,Jharkhand,23.7957,23.7957,423.4,0.0,34.949999999999996,22.1,14.5001534,0.03
2019-07-18,2019,199,Karnataka,15.1394,76.9214,500.48,0.254,25.27777777777778,73.95,16.9141634,0.56
2019-07-18,2019,199,Odisha,23.7957,86.4304,278.56,4.571999999999999,30.077777777777776,75.01,4.8923936,0.58
2019-07-19,2019,200,Chhattisgarh,21.6289,85.5811,341.47,2.2859999999999996,27.727777777777774,80.63,9.6399466,0.63
2019-07-19,2019,200,Jharkhand,23.7957,23.7957,423.4,0.0,34.52777777777778,21.23,13.615016400000002,0.03
2019-07-19,2019,200,Karnataka,15.1394,76.9214,500.48,0.7619999999999999,26.13888888888889,74.49,11.3780338,0.54
2019-07-19,2019,200,Odisha,23.7957,86.4304,278.56,2.032,29.949999999999996,71.61,8.3524746,0.56
2019-07-20,2019,201,Chhattisgarh,21.6289,85.5811,341.47,1.27,27.76111111111111,81.61,10.9113252,0.62
2019-07-20,2019,201,Jharkhand,23.7957,23.7957,423.4,0.0,34.07222222222222,22.05,13.1804946,0.03
2019-07-20,2019,201,Karnataka,15.1394,76.9214,500.48,1.778,25.772222222222222,76.88,10.621644,0.56
2019-07-20,2019,201,Odisha,23.7957,86.4304,278.56,0.7619999999999999,29.88888888888889,72.65,10.621644,0.54
2019-07-21,2019,202,Chhattisgarh,21.6289,85.5811,341.47,0.0,27.861111111111114,79.11,9.3663588,0.6
2019-07-21,2019,202,Jharkhand,23.7957,23.7957,423.4,0.0,33.388888888888886,23.55,15.369197000000002,0.03
2019-07-21,2019,202,Karnataka,15.1394,76.9214,500.48,1.5239999999999998,27.049999999999997,70.88,19.8431622,0.55
2019-07-21,2019,202,Odisha,23.7957,86.4304,278.56,0.0,30.672222222222217,68.45,9.7204136,0.52
2019-07-22,2019,203,Chhattisgarh,21.6289,85.5811,341.47,0.508,27.58888888888889,80.51,8.5616888,0.6
2019-07-22,2019,203,Jharkhand,23.7957,23.7957,423.4,0.0,31.288888888888884,20.68,15.8037188,0.03
2019-07-22,2019,203,Karnataka,15.1394,76.9214,500.48,4.571999999999999,25.91111111111111,78.11,18.8614648,0.63
2019-07-22,2019,203,Odisha,23.7957,86.4304,278.56,0.7619999999999999,30.07222222222222,71.16,10.5089902,0.52
2019-07-23,2019,204,Chhattisgarh,21.6289,85.5811,341.47,10.668,27.227777777777778,83.09,8.497315200000001,0.64
2019-07-23,2019,204,Jharkhand,23.7957,23.7957,423.4,0.0,29.650000000000002,19.16,13.5667362,0.03
2019-07-23,2019,204,Karnataka,15.1394,76.9214,500.48,5.334,25.477777777777778,76.96,19.118959200000003,0.66
2019-07-23,2019,204,Odisha,23.7957,86.4304,278.56,13.462,29.41111111111111,79.46,7.805299,0.61
2019-07-24,2019,205,Chhattisgarh,21.6289,85.5811,341.47,18.796,28.072222222222223,82.89,5.3591022,0.68
2019-07-24,2019,205,Jharkhand,23.7957,23.7957,423.4,0.0,29.372222222222224,22.44,12.311451,0.03
2019-07-24,2019,205,Karnataka,15.1394,76.9214,500.48,0.254,26.077777777777776,74.14,19.2637998,0.61
2019-07-24,2019,205,Odisha,23.7957,86.4304,278.56,40.132,28.950000000000003,81.3,5.1177012,0.74
2019-07-25,2019,206,Chhattisgarh,21.6289,85.5811,341.47,27.94,26.700000000000003,89.72,7.0971894,0.77
2019-07-25,2019,206,Jharkhand,23.7957,23.7957,423.4,0.0,29.549999999999997,18.8,7.7731122,0.03
2019-07-25,2019,206,Karnataka,15.1394,76.9214,500.48,0.0,25.961111111111116,74.65,17.3164984,0.6
2019-07-25,2019,206,Odisha,23.7957,86.4304,278.56,8.636000000000001,28.138888888888893,83.22,4.8602068,0.69
2019-07-26,2019,207,Chhattisgarh,21.6289,85.5811,341.47,17.272000000000002,26.738888888888887,86.19,5.5844098,0.76
2019-07-26,2019,207,Jharkhand,23.7957,23.7957,423.4,0.0,30.038888888888884,16.38,7.531711199999999,0.03
2019-07-26,2019,207,Karnataka,15.1394,76.9214,500.48,3.0479999999999996,25.238888888888894,74.3,20.7765794,0.62
2019-07-26,2019,207,Odisha,23.7957,86.4304,278.56,7.112,27.950000000000003,84.89,9.2215182,0.66
2019-07-27,2019,208,Chhattisgarh,21.6289,85.5811,341.47,27.686,26.088888888888885,88.24,7.419057400000001,0.81
2019-07-27,2019,208,Jharkhand,23.7957,23.7957,423.4,0.0,30.72222222222222,22.73,9.7204136,0.03
2019-07-27,2019,208,Karnataka,15.1394,76.9214,500.48,0.254,25.777777777777782,72.96,23.576831000000002,0.6
2019-07-27,2019,208,Odisha,23.7957,86.4304,278.56,10.668,28.211111111111112,83.64,9.2858918,0.69
2019-07-28,2019,209,Chhattisgarh,21.6289,85.5811,341.47,39.878,26.788888888888888,87.22,4.8602068,0.86
2019-07-28,2019,209,Jharkhand,23.7957,23.7957,423.4,0.0,30.400000000000002,20.39,8.7065294,0.03
2019-07-28,2019,209,Karnataka,15.1394,76.9214,500.48,0.254,25.749999999999996,75.12,21.5329692,0.59
2019-07-28,2019,209,Odisha,23.7957,86.4304,278.56,11.937999999999999,28.400000000000002,83.57,13.3253352,0.69
2019-07-29,2019,210,Chhattisgarh,21.6289,85.5811,341.47,5.588,26.288888888888884,87.28,13.7437636,0.8
2019-07-29,2019,210,Jharkhand,23.7957,23.7957,423.4,0.0,31.272222222222226,21.81,8.207633999999999,0.03
2019-07-29,2019,210,Karnataka,15.1394,76.9214,500.48,1.778,25.700000000000003,76.84,20.519085,0.6
2019-07-29,2019,210,Odisha,23.7957,86.4304,278.56,11.43,27.75,84.94,15.771532,0.7
2019-07-30,2019,211,Chhattisgarh,21.6289,85.5811,341.47,1.27,25.78888888888889,86.45,14.838114800000001,0.78
2019-07-30,2019,211,Jharkhand,23.7957,23.7957,423.4,0.0,32.17777777777778,18.55,9.688226799999999,0.03
2019-07-30,2019,211,Karnataka,15.1394,76.9214,500.48,1.5239999999999998,25.538888888888888,73.95,22.2410788,0.61
2019-07-30,2019,211,Odisha,23.7957,86.4304,278.56,2.794,27.31111111111111,82.52,13.067840799999999,0.66
2019-07-31,2019,212,Chhattisgarh,21.6289,85.5811,341.47,1.27,25.677777777777777,87.61,11.8769292,0.78
2019-07-31,2019,212,Jharkhand,23.7957,23.7957,423.4,0.0,32.6,18.18,9.173238,0.03
2019-07-31,2019,212,Karnataka,15.1394,76.9214,500.48,0.508,26.877777777777776,69.2,21.5973428,0.58
2019-07-31,2019,212,Odisha,23.7957,86.4304,278.56,2.54,26.772222222222222,84.9,11.345847,0.65
2019-08-01,2019,213,Chhattisgarh,21.6289,85.5811,341.47,1.016,26.411111111111115,87.3,7.3868706,0.77
2019-08-01,2019,213,Jharkhand,23.7957,23.7957,423.4,0.0,32.17222222222222,24.43,8.2398208,0.03
2019-08-01,2019,213,Karnataka,15.1394,76.9214,500.48,2.54,27.299999999999997,68.44,22.579040199999998,0.59
2019-08-01,2019,213,Odisha,23.7957,86.4304,278.56,4.064,26.688888888888894,87.18,7.0489092,0.66
2019-08-02,2019,214,Chhattisgarh,21.6289,85.5811,341.47,1.016,27.072222222222226,86.16,6.2925194,0.76
2019-08-02,2019,214,Jharkhand,23.7957,23.7957,423.4,0.0,32.6888888888889,22.77,9.752600399999999,0.03
2019-08-02,2019,214,Karnataka,15.1394,76.9214,500.48,2.54,25.611111111111107,73.79,25.5563192,0.61
2019-08-02,2019,214,Odisha,23.7957,86.4304,278.56,2.032,28.388888888888886,83.74,10.1871222,0.64
